"status","unique_id","old_relative_path","new_relative_path","folder","sha256"
"moved","U022","ChatGPT Image May 26, 2026, 03_54_39 AM.png","02_mechanics_cutaways/trixig_260526_u022_front-pack-view.png","02_mechanics_cutaways","733861cc0caef82a0f1c11ab7615266a053619bde0311e9a01c3f17e69e524c7"
"moved","U023","ChatGPT Image May 26, 2026, 03_54_39 AM (2).png","02_mechanics_cutaways/trixig_260526_u023_white-side-pack-a.png","02_mechanics_cutaways","bbfdcc4932173e5f191a7eb107829343c93d987a96aeb3f601f233caabdeb860"
"moved","U024","ChatGPT Image May 26, 2026, 03_54_39 AM (3).png","02_mechanics_cutaways/trixig_260526_u024_top-pack-view.png","02_mechanics_cutaways","a7729e2ffbd5ca5750d33d49385659b6cab5b751e1e7db6b85ba5068c18a76d5"
"moved","U025","ChatGPT Image May 26, 2026, 03_54_40 AM.png","02_mechanics_cutaways/trixig_260526_u025_white-side-angled.png","02_mechanics_cutaways","b8365fa803d30c8f002cf1b8e7982330c48cb92d533d21aedb16a92ebff783ec"
"moved","U026","ChatGPT Image May 26, 2026, 03_54_40 AM (1).png","02_mechanics_cutaways/trixig_260526_u026_white-side-pack-b.png","02_mechanics_cutaways","9cc3d14dbbe036a8cb7656c00b62ea444970e5a69f8fc58c0d1155cfe2efbc74"
"moved","U027","ChatGPT Image May 26, 2026, 03_54_40 AM (2).png","02_mechanics_cutaways/trixig_260526_u027_white-side-battery.png","02_mechanics_cutaways","1be9ab9f847f5d9706b1ec59eb95e2c026da02880666eee85aa3762495ba09f3"
"moved","U028","ChatGPT Image May 26, 2026, 03_54_40 AM (3).png","02_mechanics_cutaways/trixig_260526_u028_translucent-handle-motor.png","02_mechanics_cutaways","7e65dad4a84783275168377f34a9316fa55a034968dce12374540b304b40a515"
"moved","U029","ChatGPT Image May 26, 2026, 03_54_41 AM.png","02_mechanics_cutaways/trixig_260526_u029_white-side-flat.png","02_mechanics_cutaways","ca0cd9020e3aece7b534146312665a063f701bdf384932fafc1f2820eca2b103"
"moved","U030","ChatGPT Image May 26, 2026, 03_54_42 AM.png","02_mechanics_cutaways/trixig_260526_u030_translucent-side-grey.png","02_mechanics_cutaways","444ee4f46860ac1b76c62f4bfd583a1de63d6e3f7a0299ce8f6165891651fdcf"
"moved","U031","ChatGPT Image May 26, 2026, 03_54_43 AM.png","02_mechanics_cutaways/trixig_260526_u031_white-side-pack-c.png","02_mechanics_cutaways","ef8624e394cadac77a058f14bda753e65f506bd864fad361d619b8e9780a4208"
"moved","U032","ChatGPT Image May 26, 2026, 04_07_55 AM (1).png","03_process_boards/trixig_260526_u032_wireframe-overview.png","03_process_boards","e233ed7364f5182194f333f2d986f175526c566de22962faececfae2749958c3"
"moved","U033","ChatGPT Image May 26, 2026, 04_07_55 AM (2).png","03_process_boards/trixig_260526_u033_assembly-flow-board.png","03_process_boards","13afea81ce4b8a2f24ca2634770ec5584ec416f00224114df923f51929bbc88d"
"moved","U034","ChatGPT Image May 26, 2026, 04_07_55 AM (3).png","03_process_boards/trixig_260526_u034_component-layouts.png","03_process_boards","65b148606f387c362d57f313e53e42f119b0132c3b710f6ae9d0fdf868c36d96"
"moved","U035","ChatGPT Image May 26, 2026, 04_07_55 AM (4).png","03_process_boards/trixig_260526_u035_variant-panels.png","03_process_boards","c6260ba679261882e8f2592d3a0783656e86b3fcdaa2dcdf38288bc6951b5306"
"moved","U036","ChatGPT Image May 26, 2026, 04_07_55 AM (5).png","03_process_boards/trixig_260526_u036_sequence-variants.png","03_process_boards","5905e515ba7792c8fea5ac79a2a1a809a4c3ad34ec2eb1e3c4c03416f1666c05"
"moved","U037","ChatGPT Image May 26, 2026, 04_07_55 AM (6).png","03_process_boards/trixig_260526_u037_black-render-matrix.png","03_process_boards","450c7f40fe3cf9791d9917d5e025cd90683cd9ae987964a92f8abb9c805c8eee"
"moved","U038","ChatGPT Image May 26, 2026, 04_07_56 AM (7).png","03_process_boards/trixig_260526_u038_feature-matrix.png","03_process_boards","d1d89e85446d0a7b9f1e578b79e28c755c23bb4588aee12a849ac29d3db972a6"
"moved","U039","ChatGPT Image May 26, 2026, 04_07_56 AM (8).png","03_process_boards/trixig_260526_u039_cutaway-hero-board.png","03_process_boards","dd1e712f05f66156419479398e9dfc07c04896ca1fa454111de848c4c49945f8"
"moved","U040","ChatGPT Image May 26, 2026, 04_07_56 AM (9).png","03_process_boards/trixig_260526_u040_form-options.png","03_process_boards","b7d1f51d866e24ac9903be334afea0f545b83336b4dcb770e97594b6de208eed"
"moved","U041","ChatGPT Image May 26, 2026, 04_07_56 AM (10).png","03_process_boards/trixig_260526_u041_control-zones.png","03_process_boards","fa12801b1a9b226cd83cddf1cf2400538e9e44699ec1c275f5e4859df4ce78df"
"moved","U042","ChatGPT Image May 26, 2026, 04_11_04 AM (1).png","03_process_boards/trixig_260526_u042_tjalve-overview.png","03_process_boards","2c825df98d2d1f16261e2589172ad174f977cb043ada52e17e55ea6c2c648525"
"moved","U043","ChatGPT Image May 26, 2026, 04_11_04 AM (2).png","03_process_boards/trixig_260526_u043_tjalve-form-grid.png","03_process_boards","6807c16852c4d5b38edaa9b35d44b17106975d5d642b1ac86fce647a8684e140"
"moved","U044","ChatGPT Image May 26, 2026, 04_11_04 AM (3).png","03_process_boards/trixig_260526_u044_body-layouts.png","03_process_boards","68b5907e83627a488877f82eccf23fc70a4a5306c4dd1182c4e251d77b8ce5e0"
"moved","U045","ChatGPT Image May 26, 2026, 04_11_04 AM (4).png","03_process_boards/trixig_260526_u045_cutaway-variants.png","03_process_boards","059b9d105ff65b114c120c83e61735d816a1c10cce833cdc9b1560ad9a1e75d5"
"moved","U046","ChatGPT Image May 26, 2026, 04_11_05 AM (5).png","03_process_boards/trixig_260526_u046_shell-components.png","03_process_boards","5b06643b81648e62162811ab54faf9894e932eda60db43252994502852e17118"
"moved","U047","ChatGPT Image May 26, 2026, 04_11_05 AM (6).png","03_process_boards/trixig_260526_u047_parts-catalog.png","03_process_boards","3132d0c0011e5d533c94440b87481a2312fd05bb9c5d0653662599d732c6ff1d"
"moved","U048","ChatGPT Image May 26, 2026, 04_11_05 AM (7).png","03_process_boards/trixig_260526_u048_parts-grid.png","03_process_boards","dea0ec16e54630c6c210d014c2e3b617487e18bc93c87632661775417e12c6dc"
"moved","U049","ChatGPT Image May 26, 2026, 04_11_05 AM (8).png","03_process_boards/trixig_260526_u049_handle-variants.png","03_process_boards","ba125286bbdc379ffe3ed654c04e01986078841f68f9bcefab4116915e5eedab"
"moved","U050","ChatGPT Image May 26, 2026, 04_11_05 AM (9).png","03_process_boards/trixig_260526_u050_solid-shapes.png","03_process_boards","76a354a21e1cb44e80451e960da04c7a2f43a842e9903331fbdf37cb27dd6bdc"
"moved","U051","ChatGPT Image May 26, 2026, 04_11_05 AM (10).png","03_process_boards/trixig_260526_u051_outline-variants.png","03_process_boards","6b5801f92305aaa94ff5357b393f8f1a949e9c481c33e91ff5659cbc49ce1e01"
"moved","U052","ChatGPT Image May 26, 2026, 04_21_32 AM.png","03_process_boards/trixig_260526_u052_hovudfunksjon.png","03_process_boards","ba52e238d916c13c4168a634cb41107915f75b1dcc1e7014de6e17c5fed5aec7"
"moved","U053","ChatGPT Image May 26, 2026, 04_22_05 AM (1).png","04_decision_boards/trixig_260526_u053_trixig-plus-overview.png","04_decision_boards","578201b575bf6899fa01a3938e7547601ef3396749c1b7c807af66dd2f5f5e3c"
"moved","U054","ChatGPT Image May 26, 2026, 04_22_05 AM (2).png","04_decision_boards/trixig_260526_u054_tjalve-modell.png","04_decision_boards","52e12207a710b5f151cc5c851bc5158e2634682fd76258db55b530a20432546d"
"moved","U055","ChatGPT Image May 26, 2026, 04_22_06 AM (3).png","04_decision_boards/trixig_260526_u055_grunneigenskapar.png","04_decision_boards","5b6c7641bf4b5ea839ca48068959f8592616da80a7856905ef70e806d266968e"
"moved","U056","ChatGPT Image May 26, 2026, 04_22_06 AM (4).png","04_decision_boards/trixig_260526_u056_twenty-batteritilgangar.png","04_decision_boards","304a5855df2ce35a77f9b1161e2b8fef50fc84cc57c4fcc23e7a8818b0a2319e"
"moved","U057","ChatGPT Image May 26, 2026, 04_22_06 AM (5).png","04_decision_boards/trixig_260526_u057_twenty-to-six-shortlist.png","04_decision_boards","2d4e43db19f4f11f13cb735c0e045682001953122f4c87c55a71042a332d3283"
"moved","U058","ChatGPT Image May 26, 2026, 04_22_06 AM (6).png","04_decision_boards/trixig_260526_u058_six-to-one-selection.png","04_decision_boards","6001722d830328c5d2929a3a6d2d01a20faa64462ff8ba27a4841dcc5b96532d"
"moved","U059","ChatGPT Image May 26, 2026, 04_22_06 AM (7).png","04_decision_boards/trixig_260526_u059_to-hovudelement.png","04_decision_boards","ec3cdfa2ab15c7e928f8daa66dd95125799759bbdc27c8c4447e5684f9c7ab60"
"moved","U060","ChatGPT Image May 26, 2026, 04_22_07 AM (8).png","04_decision_boards/trixig_260526_u060_tre-hovudelement.png","04_decision_boards","7de231b9a730f733b799830cf3a963ce18355d8a80c0c627b2f303c896df1716"
"moved","U061","ChatGPT Image May 26, 2026, 04_22_07 AM (9).png","04_decision_boards/trixig_260526_u061_forbodne-rom.png","04_decision_boards","ca6d73819ccb9e9851cd17c68f12a1405649f771c36e7d0269897ef773a344c1"
"moved","U062","ChatGPT Image May 26, 2026, 04_22_07 AM (10).png","04_decision_boards/trixig_260526_u062_sok-vurdering-val.png","04_decision_boards","55be5300448593d4ee3cb93f1444a26f0eb63813a207e996bdaded3bf6a68970"
"moved","U063","ChatGPT Image May 26, 2026, 04_22_35 AM (1).png","03_process_boards/trixig_260526_u063_search-criteria-panels.png","03_process_boards","84a10fc601ccc8c95b645c32cbc362497603a1bcb520164829e14365984237da"
"moved","U064","ChatGPT Image May 26, 2026, 04_22_35 AM (2).png","03_process_boards/trixig_260526_u064_form-lineup-wide.png","03_process_boards","92b6453adbc6a844f3261ab95d23e7d9fbbcb907a1e6c9e69793e0b7a13175a7"
"moved","U065","ChatGPT Image May 26, 2026, 04_22_35 AM (3).png","03_process_boards/trixig_260526_u065_element-variations.png","03_process_boards","0ba79ffd1c77919b5e830f8f3267090691208e8a95f7db18d0005e8507276865"
"moved","U066","ChatGPT Image May 26, 2026, 04_22_35 AM (4).png","03_process_boards/trixig_260526_u066_outline-components.png","03_process_boards","4b23024486bb067b18c703152550a71a74d3f9b42ffe0c554a98d41e8e206529"
"moved","U067","ChatGPT Image May 26, 2026, 04_22_36 AM (5).png","03_process_boards/trixig_260526_u067_component-positions.png","03_process_boards","784fb683c049ccc0b3be22a55acdd3e89ed9c9c86107faf837408e5238332e82"
"moved","U068","ChatGPT Image May 26, 2026, 04_22_36 AM (6).png","03_process_boards/trixig_260526_u068_internal-layouts.png","03_process_boards","af1e6a3cf1fd33935da14edafc5636f91385102ec13f8288a1c962c599d55bc1"
"moved","U069","ChatGPT Image May 26, 2026, 04_22_36 AM (7).png","03_process_boards/trixig_260526_u069_structure-variants.png","03_process_boards","5bb25d8cbbec9d83159cc34aa3b87617d36f5e57d21937f3a19dcbf60f776cb2"
"moved","U070","ChatGPT Image May 26, 2026, 04_22_36 AM (8).png","03_process_boards/trixig_260526_u070_battery-sequence.png","03_process_boards","06c39272012f5a999b9b16511ed3ada5f5d5925cd24c4e835b7ac4a4bb399482"
"moved","U071","ChatGPT Image May 26, 2026, 04_22_36 AM (9).png","03_process_boards/trixig_260526_u071_position-variants.png","03_process_boards","362f23bf4397f802ee406bcae1d8888742e00b1ee086e97ad4938bfe6d8b4efb"
"moved","U072","ChatGPT Image May 26, 2026, 04_22_37 AM (10).png","03_process_boards/trixig_260526_u072_sectioned-form.png","03_process_boards","b3168470b4df4149572d5bd630591e90eef829f2bde86ba6c7ab84dd6b1d0a58"
"moved","U073","ChatGPT Image May 26, 2026, 04_23_23 AM (2).png","03_process_boards/trixig_260526_u073_delfunksjonar.png","03_process_boards","28f7167ad121a8342f0fdfa962040c1d8acf56e10b55cb5ec700a1e70a1609e4"
"moved","U074","ChatGPT Image May 26, 2026, 04_23_23 AM (3).png","03_process_boards/trixig_260526_u074_malet.png","03_process_boards","e89a9923691999c2ea40faf3af8f3c8b5c21ef571849ef312021e72baad83e7e"
"moved","U075","ChatGPT Image May 26, 2026, 04_23_23 AM (4).png","03_process_boards/trixig_260526_u075_to-hovudelement-detail.png","03_process_boards","4123aca5323ed0497d79a02ce0614802a4e2756b7feebce8c1c05c9230358a8e"
"moved","U076","ChatGPT Image May 26, 2026, 04_23_23 AM (5).png","03_process_boards/trixig_260526_u076_tre-hovudelement-detail.png","03_process_boards","b2b17f289da9a62810d98f6332999636332ed256120bfbd6b5de4afaa9b0a460"
"moved","U077","ChatGPT Image May 26, 2026, 04_23_23 AM (6).png","03_process_boards/trixig_260526_u077_forbodne-rom-detail.png","03_process_boards","5bdce99ba6c51688bac9ab2c2b8805b60d89d0ab921255c2051d64256bb4f553"
"moved","U078","ChatGPT Image May 26, 2026, 04_23_23 AM (7).png","03_process_boards/trixig_260526_u078_kvantifisert-struktur.png","03_process_boards","b30826ec88e6fd3fb03cab925987c7288e8beb4cc9f489ae84a92502e0d770f0"
"moved","U079","ChatGPT Image May 26, 2026, 04_23_24 AM (8).png","03_process_boards/trixig_260526_u079_delingsstrategiar.png","03_process_boards","a3997a0c08e142a20dd8f96f8e294cf44b54430a6c4afaf9af13aff760480ea5"
"moved","U080","ChatGPT Image May 26, 2026, 04_23_24 AM (9).png","03_process_boards/trixig_260526_u080_seks-totalformkonsept.png","03_process_boards","db3dfd45687d2f2b12cb19c994e6271fb2d9b09f0b7378ec82524ff37915d45d"
"moved","U081","ChatGPT Image May 26, 2026, 04_23_24 AM (10).png","04_decision_boards/trixig_260526_u081_valde-eigenskapar.png","04_decision_boards","7c26b2f839a9e6a762cd57a94308c2b67c6dd1190475099bafb59f1c9d0c6f1d"
"moved","U082","ChatGPT Image May 26, 2026, 04_23_55 AM (1).png","04_decision_boards/trixig_260526_u082_context-selection.png","04_decision_boards","d545c0e427051269688139d0c658956b490cce1e19e2141103dda7fac3cf4c4c"
"moved","U083","ChatGPT Image May 26, 2026, 04_23_55 AM (2).png","04_decision_boards/trixig_260526_u083_form-variant-grid.png","04_decision_boards","a6b8b5b02e88ef642160584fc0804fb3c9cc3f039ee12fcbc6af7c494a04b19d"
"moved","U084","ChatGPT Image May 26, 2026, 04_23_55 AM (3).png","04_decision_boards/trixig_260526_u084_trigger-housing-variants.png","04_decision_boards","3e845615e53f66c547efc09ef13ac9690fa891604875ea9cacf4efb47e87e4fb"
"moved","U085","ChatGPT Image May 26, 2026, 04_23_55 AM (4).png","04_decision_boards/trixig_260526_u085_motor-battery-modules.png","04_decision_boards","bc8fe52ca3e2a687318926c147e09b2db9abbf392f5b46fbb7da6f0865066ea4"
"moved","U086","ChatGPT Image May 26, 2026, 04_23_56 AM (5).png","04_decision_boards/trixig_260526_u086_internal-split-layout.png","04_decision_boards","f1cb4b9f355c3b466ec98077eef36d2ee910b328ea31fb1e8aa77300b1b5e0bf"
"moved","U087","ChatGPT Image May 26, 2026, 04_23_56 AM (6).png","04_decision_boards/trixig_260526_u087_grip-angle-variants.png","04_decision_boards","53e5cf4cb5832a64b8c84055b68ec82ab58d012eb29868a5018ee83438038178"
"moved","U088","ChatGPT Image May 26, 2026, 04_23_56 AM (7).png","04_decision_boards/trixig_260526_u088_section-comparison.png","04_decision_boards","a8833fbb04186316e3816cf843892346fd051b3318631703ff00e4090fed560a"
"moved","U089","ChatGPT Image May 26, 2026, 04_23_56 AM (8).png","04_decision_boards/trixig_260526_u089_geometry-overlay.png","04_decision_boards","c0456398085787f417da70d299be5dfd835112200c292e08ec101f64d78a0f04"
"moved","U090","ChatGPT Image May 26, 2026, 04_23_56 AM (9).png","04_decision_boards/trixig_260526_u090_structure-matrix.png","04_decision_boards","33742a2e8ede0f48ef2935e9ed0e47565b7076bcc04e26bbf79be92632e0c569"
"moved","U091","ChatGPT Image May 26, 2026, 04_23_57 AM (10).png","04_decision_boards/trixig_260526_u091_profile-comparison.png","04_decision_boards","f24c8e2e6c579c06cb288c159fd073a19b3a8fdccdfbcc5952e384654c377b12"
"moved","U092","ChatGPT Image May 26, 2026, 04_24_33 AM (1).png","04_decision_boards/trixig_260526_u092_hovudfunksjon-render.png","04_decision_boards","d80d8fc8200af85402f1c423e0a9cee2d14901c11acf75304c1843bf9f93def7"
"moved","U093","ChatGPT Image May 26, 2026, 04_24_33 AM (2).png","04_decision_boards/trixig_260526_u093_delfunksjonar-render.png","04_decision_boards","504225bd83753453a8adcdf9054141c51f3443a9aea87ea2f80899134ed7f3c2"
"moved","U094","ChatGPT Image May 26, 2026, 04_24_33 AM (3).png","04_decision_boards/trixig_260526_u094_model-grunnstruktur.png","04_decision_boards","d6fd0aca88f59787c1ad98e02ff1b57244e08228ea85a2443fc264650949d5c0"
"moved","U095","ChatGPT Image May 26, 2026, 04_24_33 AM (4).png","04_decision_boards/trixig_260526_u095_grunnstruktur-options.png","04_decision_boards","9b90f7287ac5f434bad77fd15e1fe68c1a31bbaa2b32f675822a986ea537d05e"
"moved","U096","ChatGPT Image May 26, 2026, 04_24_33 AM (5).png","04_decision_boards/trixig_260526_u096_grunnstruktur-val.png","04_decision_boards","27623334f3125c034f9de8120b19ed667cf929c8ef1c9b3412cb7f1dfcd64035"
"moved","U097","ChatGPT Image May 26, 2026, 04_24_33 AM (6).png","04_decision_boards/trixig_260526_u097_batteritilgang-dims.png","04_decision_boards","b8b497df36133460ca51c8ec7b09b15cd2d98437441a619f5e751553556dbb5b"
"moved","U098","ChatGPT Image May 26, 2026, 04_24_34 AM (7).png","04_decision_boards/trixig_260526_u098_batteritilgang-forms.png","04_decision_boards","bbb9734ae2d64ae5a83b94d5d77cbce5a3daa8366d965dcae3aa36113bc648e1"
"moved","U099","ChatGPT Image May 26, 2026, 04_24_34 AM (8).png","04_decision_boards/trixig_260526_u099_sok-vurdering-val-matrix.png","04_decision_boards","a8ddafca102b3d6bbb52bf239becacf4941e853cba40794f4a96433137ed5378"
"moved","U100","ChatGPT Image May 26, 2026, 04_24_34 AM (9).png","04_decision_boards/trixig_260526_u100_totalform-directions.png","04_decision_boards","c3e995bbb7bf51cbd0a21922a70a8fada4dbf24a0147869ba631ce01cd0aa697"
"moved","U101","ChatGPT Image May 26, 2026, 04_24_34 AM (10).png","04_decision_boards/trixig_260526_u101_totalform-konsept.png","04_decision_boards","041a6bf27ce236ea1a3e258ac4c03688f0e79dca3b6e849f315b1397678a230b"
"moved","U102","ChatGPT Image May 26, 2026, 04_25_14 AM (1).png","05_concept_presentations/trixig_260526_u102_concept-01-slim-hook.png","05_concept_presentations","1419eac709b094689f346656de04b4bc45cbbf0ef0d7f79f6e004dd865cc84dd"
"moved","U103","ChatGPT Image May 26, 2026, 04_25_14 AM (2).png","05_concept_presentations/trixig_260526_u103_concept-02-soft-pistol.png","05_concept_presentations","b2da8354dc81b01cfb4b0434200b86eaaf9bb925277bc6892b5333cc451b6ace"
"moved","U104","ChatGPT Image May 26, 2026, 04_25_15 AM (3).png","05_concept_presentations/trixig_260526_u104_concept-03-capsule-bar.png","05_concept_presentations","b3a72a832469cc1eeea575598dac853eb00615251dd1e1fee9ddde89b8a6f8d4"
"moved","U105","ChatGPT Image May 26, 2026, 04_25_15 AM (4).png","05_concept_presentations/trixig_260526_u105_concept-04-stick-bar.png","05_concept_presentations","020a87a7143632d9d3f32c9d5f6e1cc60e603ae3b2476b989c652ec9797b7995"
"moved","U106","ChatGPT Image May 26, 2026, 04_25_15 AM (5).png","05_concept_presentations/trixig_260526_u106_concept-05-arc-grip.png","05_concept_presentations","3a7b3c0fd06b17bd75c70f7f37f86aad7643cd12e5a4b6001e56a02165230e85"
"moved","U107","ChatGPT Image May 26, 2026, 04_25_15 AM (6).png","05_concept_presentations/trixig_260526_u107_concept-06-ring-tail.png","05_concept_presentations","cd0d1d9d0ea6750538c073f6c8ae45ee4cc0752b21ea70dc3e01ecf67ab74eaf"
"moved","U108","ChatGPT Image May 26, 2026, 04_25_15 AM (7).png","05_concept_presentations/trixig_260526_u108_concept-07-flat-rail.png","05_concept_presentations","f01bd1e107076d46a9575f5cb2df340ba3f2ced75b077f4efa5319b06e59ac54"
"moved","U109","ChatGPT Image May 26, 2026, 04_25_15 AM (8).png","05_concept_presentations/trixig_260526_u109_concept-08-loop-handle.png","05_concept_presentations","4258cfeaab8e2bbcb78fc28a070ece4674168bd01e17e196a9257e0bb35258a5"
"moved","U110","ChatGPT Image May 26, 2026, 04_25_15 AM (9).png","05_concept_presentations/trixig_260526_u110_concept-09-soft-arc.png","05_concept_presentations","29fbab8dd10126025322bc3c05b3624734bdbda2995c05eef93fa5e8a0c6e32a"
"moved","U111","ChatGPT Image May 26, 2026, 04_25_16 AM (10).png","05_concept_presentations/trixig_260526_u111_concept-10-compact-oval.png","05_concept_presentations","95f275c2e26dd1aca331dc2cb1d5c5ac4d57c1bf7e5e543b2c9e15d9fe3fff40"
"moved","U112","ChatGPT Image May 26, 2026, 04_32_27 AM (1).png","06_ideation_grids/trixig_260526_u112_soft-capsule-sketches.png","06_ideation_grids","75101f30cf5411c45ed03bb7ef340aa33a9e0973a827538d7d66f675768cae44"
"moved","U113","ChatGPT Image May 26, 2026, 04_32_27 AM (2).png","06_ideation_grids/trixig_260526_u113_screwdriver-form-grid.png","06_ideation_grids","e43656df8905fdbc3de3bf51c21f0c9e84efb8294a423c063b67f7b7692be376"
"moved","U114","ChatGPT Image May 26, 2026, 04_32_27 AM (3).png","06_ideation_grids/trixig_260526_u114_capsule-exploded-grid.png","06_ideation_grids","7c339ac0a0f05815e1cfac69de992b36197aa97554a6646ebea29aec6691ad17"
"moved","U115","ChatGPT Image May 26, 2026, 04_32_27 AM (4).png","06_ideation_grids/trixig_260526_u115_pistol-capsule-grid.png","06_ideation_grids","34404cf6c6871df84f6d2521b2a204ba4725eefc728c298d5296dba937462525"
"moved","U116","ChatGPT Image May 26, 2026, 04_32_27 AM (5).png","06_ideation_grids/trixig_260526_u116_curved-body-overview.png","06_ideation_grids","3bd50d0b18a3e65063581ace491aa2fad8d240d18d6a8e43516e21e5d2909cb0"
"moved","U117","ChatGPT Image May 26, 2026, 04_32_27 AM (6).png","06_ideation_grids/trixig_260526_u117_inline-exploded-overview.png","06_ideation_grids","628565441cb63c6d8b70b6436499195c66a75244aef89f6e5280c0ba474ddf73"
"moved","U118","ChatGPT Image May 26, 2026, 04_32_27 AM (7).png","06_ideation_grids/trixig_260526_u118_soft-black-hero-board.png","06_ideation_grids","013e8aa5a66400391689a70767f721c9bbb864c7360e6aae61fd1aa910f9782c"
